word,PG,source
bayadères,(by-uh-DAIRZ),2018_CMST/08.pdf
bdelloid,(DEH-lloyd),Wiener
beatification,(bee-AT-ification),nsc18/01.txt
beignet,(ben-YAY),nsc18/04.txt
benzenesulfonyl,(benzene-sulf-ON-ill),nsc18/24.txt
berceuse,(BARE-soo-zuh),Wiener
berceuse,(bare-SOOZ),2018_CMST/10.pdf
berdache,(“bur-DASH”),2018_CMST/08.pdf
berele,(buh-ruh-LAY),2018_IQBT_NASAT/Packet_18.pdf
bergamasques,(bair-guh-masks),2018_IQBT_NASAT/Packet_07.pdf
beta-mercaptoethanol,(beta-mer-CAP-toh-ethanol),nsc18/06.txt
bicuculline,(BUY-cook-YOU-lean),Wiener
bikkurim,(bee-koo-REEM),nsc18/20.txt
bildungsroman,(BIL-dungz-roh-mahn),Wiener
bildungsroman,(BILL-doongs-ro-MAHN),2017_NASAT/Round_04.pdf
bildungsroman,(BILL-doongs-ro-MAHN),2017_NASAT/Round_07.pdf
bilharzia,(bill-HAR-zee-uh),nsc18/09.txt
bilharzia,(bill-HART-see-uh),nsc16/18.txt
bilirubin,(BILL-ee-rue-ben),nsc16/21.txt
birefringent,(BYE-ruh-FRIN-jent),Wiener
bitumen,(bit-YOOmin),2018_CMST/08.pdf
bituminous,(bye-TOO-muh-nus),Wiener
bitunicate,(BI-tunic-it),nsc18/04.txt
biuret,(BUY-yuh-ret),2017_NASAT/Round_17.pdf
blanc,(blonk),2018_CMST/09.pdf
blisibimod,(bleh-SEE-bee-mod),Wiener
bodhrán,(BOH-ron),mysterium/09.txt
boeotarch,(BOH-ee-tark),Wiener
bombero,(bom-BARE-oh),Wiener
bombes,(bombs),nsc18/19.txt
bombesin,(bom-BAY-sin),Wiener
bone,(extracellular),nsc18/06.txt
boolean,(BOO-lee-in),2018_IQBT_NASAT/Packet_19.pdf
borer,(boh-RAIR),2018_CMST/07.pdf
borse,(BOR-say),Wiener
boteh,(boh-TEH),Wiener
boulangère,(boo-lawn-ZHAIR),nsc18/05.txt
boule,(BOO-lee),Wiener
bourdon,(burden),2018_IQBT_NASAT/Packet_10.pdf
bourgeoisie,(boor-jwah-ZEE),nsc18/02.txt
boustrephedon,(boo-STREF-uh-don),Wiener
bozzetti,(boh-TSEH-tee),2018_CMST/12.pdf
brillante,(bree-YONT),2018_CMST/12.pdf
broken Peccei–Quinn,(pet-CHAY kwin),mysterium/12.txt
bromination,(BRO-min-AY-shun),Wiener
bronchi,(bron-kye),Wiener
brujo,(BROO-ho),nsc18/AS.txt
buccine,(BOOT-chee-nay),nsc17/06.txt
buccine,(boo-CHEE-nay),2018_IQBT_NASAT/Packet_11.pdf
bucentaur,(BYOO-sen-tar),Wiener
bucranium,(boo-KRAH-nee-um),2018_CMST/08.pdf
buddhakṣetra,(buh-duck-SHET-ruh),2018_IQBT_NASAT/Packet_14.pdf
buffa,(BOO-fuh),2018_CMST/03.pdf
bunyip,(BUN-yip),Wiener
buttes,(byoots),nsc18/01.txt
buyei,(boo-yay),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
by ÉtienneJules Marey,(ay-tee-EN jool mah-REH),2017_NASAT/Round_01.pdf
c-Jun,(C-jun),2018_CMST/14.pdf
c-Myc,(C-mick),2017_NASAT/Round_09.pdf
c-Myc,(C-mick),nsc17/02.txt
cAMP,(CAMP),Wiener
cI,(C-one),2018_CMST/03.pdf
cIII,(C-three),2018_CMST/03.pdf
cacique,(ka-SEE-kay),nsc18/23.txt
cadenza,(cuh-DEN-zuh),Wiener
caduceus,(cuh-DOO-siss),Wiener
caduceus,(kah-DOO-see-us),nsc18/03.txt
café au lait,(“kah-FAY oh LAY”),2018_CMST/02.pdf
cagots,(kah-GO’s),2016_Terrapin/Packet_08.pdf
calcareous,(CAL-suh-riss),Wiener
calculi,(cahl-COO-lee),Wiener
called Udasis,(oo-DAH-sees),Wiener
calve,(KAHV),Wiener
candela,(can-DEL-uh),Wiener
cantilevered,(CAN-tuh-lee-vurd),Wiener
canut,(cah-NOO),Wiener
canuts,(kahNOO),2016_Terrapin/Packet_13_Finals_1.pdf
canzonetta,(CAN-soh-NEE-tuh),Wiener
capillary,(CAP-ill-airy),nsc18/07.txt
capoeira,(kah-poh-AIR-ah),Wiener
capulcu,,Wiener
carabinieri,(kar-uh-bin-YAIR-ee),Wiener
carbamylation,(carb-am-uh-lation),2018_IQBT_NASAT/Packet_07.pdf
carbapenems,(carba-PEN-ums),nsc18/11.txt
carbocations,(carbo-CAT-ions),2018_IQBT_NASAT/Packet_05.pdf
carbonyl,(car-buh-NEEL),Wiener
carcinogen,(car-SIN-oh-jin),Wiener
carcinogenic,(CAR-sin-oh-JEN-ik),Wiener
carcinoma,(car-sih-NO-muh),Wiener
cardón,(car-DOHN),Wiener
carmagnole,(CAH-ruh-mon-YO-luh),Wiener
carpe diem,(KAR-pay DEE-em),2018_IQBT_NASAT/Packet_02.pdf
carrageenans,(CARE-uh-JEE-nins),nsc17/02.txt
carte de tendre,(kart duh TON-druh),2018_IQBT_NASAT/Packet_06.pdf
carte de visite,(CART doo VEE-zeet),Wiener
cartilaginous,(kar-til-LADGE-in-us),nsc18/20.txt
cartouche,(kar-TOOSH),2018_IQBT_NASAT/Packet_05.pdf
caryatid,(CARE-yah-tid),nsc17/02.txt
cassava,(ka-SAH-va),nsc18/23.txt
cassia,(CASH-uh),nsc18/11.txt
casu marzu,(CAHT-soo MAHRT-soo),Wiener
catalase,(CAT-uh-layz),Wiener
catalysis,(kuh-TAL-ih-sis),nsc18/16.txt
catecholamine,(CAT-uh-COAL-uh-meen),Wiener
cation,(CAT-eye-on),Wiener
cation,(CAT-ion),2017_NASAT/Round_01.pdf
cation,(cation),2018_ACF_Regionals/K._Chicago_A_+_Washington_A_+_NYU_A.pdf
cationic,(CAT-ionic),nsc18/03.txt
cations,(CAT-ions),nsc18/16.txt
catorce,(cah-TOR-say),Wiener
catuṣkoṭi,(chah-toosh-KOH-tee),2018_CMST/02.pdf
caudate,(CAW-date),mysterium/04.txt
caudillo,(cow-DEE-yo),Wiener
caudillo,(cow-DEE-yo),mysterium/14.txt
caudillos,(cow-DEE-ohs),Wiener
cavaquinho,(kuh-vuh-KEEN-yoo),2017_NASAT/Round_02.pdf
cave canem,(KAH-vay KAH-nem),nsc18/14.txt
ce,(SUH),Wiener
celesta,(chuh-LESS-tuh),Wiener
centone,(ken-TOH-nay),2018_IQBT_NASAT/Packet_11.pdf
cephalopod,(SEFF-uh-lo-pod),Wiener
cephalosporins,(cephalo-SPORE-ins),nsc18/11.txt
ceramide,(SIR-uh-myde),2017_NASAT/Round_06.pdf
cerebrum,(suh-REEB-rum),Wiener
cgs,(C-G-S),nsc18/16.txt
chaconne,(shah-KUN),2018_IQBT_NASAT/Packet_08.pdf
chaconnes,(shah-KUNS),2018_IQBT_NASAT/Packet_15.pdf
chador,(CHUD-er),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
chaebol,(cheh-ball),2017_NASAT/Round_17.pdf
chalumeau,(sha-loo-MOH),2017_NASAT/Round_12.pdf
chancres,(CAIN-kerz),Wiener
chanson de geste,(shawn-SAWN duh ZHEST),nsc18/10.txt
chaperonins,(CHAPERONE-ins),nsc16/23.txt
chaperonins,(shap-er-OH-nins),nsc18/06.txt
chasquis,(CHOSS-kees),nsc16/19.txt
che gelida manina,(kay JAH-lee-duh mah-NEE-nuh),Wiener
chelate,(KEE-late),2017_NASAT/Round_05.pdf
chelated,(KEE-lated),mysterium/10.txt
chelates,(KEE-lates),2018_IQBT_NASAT/Packet_18.pdf
chelating,(KEE-late-ing),nsc18/11.txt
chemiosmotic,(KIM-eye-oz-motic),Wiener
chemotaxis,(kee-moh-TAK-sis),Wiener
cherub,(CHER-ub),Wiener
chevre,(SHEH-veh-ruh),Wiener
chi,(KAI),Wiener
chi,(kye),nsc17/17.txt
chiaroscuro,(KYAH-ro-SKOO-ro),2018_IQBT_NASAT/Packet_15.pdf
chiaroscuro,(kee-ah-ruhs-KYOO-roh),Wiener
chiasmata,(kahy-az-MAH-tah),Wiener
chiasmata,(kye-AZ-muh-tuh),2017_NASAT/Round_19--Prelims_Tiebreaker.pdf
chiesa,(kee-EZZ-ah),2017_NASAT/Round_19--Prelims_Tiebreaker.pdf
chifa,(CHEE-fah),Wiener
chimerical,(kye-MAIR-ih-kull),2018_IQBT_NASAT/Packet_17.pdf
chiral,(KYE-rull),nsc18/10.txt
chirality,(kye-RAL-uh-tee),2018_IQBT_NASAT/Packet_20.pdf
chitin,(KITE-in),Wiener
chitinous,(KITE-in-us),nsc18/20.txt
chitinous,(KITE-uh-nuss),2017_NASAT/Round_06.pdf
chitosan,(KITE-oh-san),2018_IQBT_NASAT/Packet_04.pdf
chloralkali,(klor-AL-kuh-lye),nsc18/01.txt
chloroprene,(CLOR-oh-preen),nsc18/03.txt
choanocyte,(co-ANN-oh-site),Wiener
choanoderm,(koh-AN-uh-derm),Wiener
cholecalciferol,(COH-luh-cal-SIF-eh-rahl),Wiener
cholent,(HO-lent),Wiener
cholesteryl,(ko-LESS-tuh-RILL),nsc18/21.txt
choline,(COAL-een),nsc17/07.txt
chorionic,(cor-ee-ON-ik),Wiener
chromatin,(KROH-muh-tin),Wiener
chromatography,(chrome-uh-TAH-graphy),nsc18/05.txt
chronometer,(kruh-NOM-uh-ter),2018_IQBT_NASAT/Packet_14.pdf
chryselephantine,(criss-el-uh-FAN-teen),2018_CMST/04.pdf
chuppah,(HOO-puh),Wiener
churrasco,(shu-HAS-coo),2018_ACF_Regionals/K._Chicago_A_+_Washington_A_+_NYU_A.pdf
chyme,(KIME),Wiener
cichlid,(SICK-lid),2018_IQBT_NASAT/Packet_09.pdf
cichlids,(SICK-lids),Wiener
cichlids,(SICK-lids),nsc18/12.txt
cinquecento,(chingkway-CHEN-toh),2018_CMST/10.pdf
circadian,(sir-KAY-dee-un),Wiener
cirrhosis,(sih-ROE-sus),Wiener
cis,(sis),Wiener
cisternae,(sis-TUR-nee),Wiener
cithara,(KITH-uh-ruh),Wiener
clave,(CLA-vay),mysterium/03.txt
clave,(KLAH-vay),2018_IQBT_NASAT/Packet_06.pdf
claves,(CLAH-vays),2017_ACF_Fall/Editors_2.pdf
clavier,(cluh-VEER),Wiener
clerestory,(CLEARstory),2018_CMST/09.pdf
clock,(s),2017_ACF_Fall/Auburn_A_Cornell_A_Georgia_A_Illinois_A_Lawrence_A.pdf
cláirseach,(KLAR-shuck),2018_CMST/03.pdf
cobalt,(III),mysterium/03.txt
coccus,(caucus),Wiener
cochineal,(kotch-ih-NEEL),2018_CMST/02.pdf
cochlea,(COH-klee-uh),Wiener
cocoliztli,(koh-koh-LEEST-lee),2018_CMST/05.pdf
coelacanth,(SEE-luh-canth),Wiener
coelacanths,(SEEL-uh-canth),2017_NASAT/Round_06.pdf
cointoise,(kwahn-TWAHZ),mysterium/TB.txt
colchicine,(COAL-chih-seen),umdfall17/02.txt
commedia dell’arte,(cuh-MAY-dee-uh-del-ART-ey),Wiener
commensalism,(cuh-MEN-suh-liz-m),Wiener
communitas,(kuh-MEW-ni-tahs),2018_CMST/06.pdf
concerti,(con-CHAIR-tee),Wiener
conquistador,(con-KEES-tuh-dor),Wiener
consanguineal,(con-san-GWIN-ee-ul),nsc18/13.txt
contrapuntal,(con-truh-PUNT-ul),Wiener
copper,(I),2018_CMST/10.pdf
copper,(I),nsc16/14.txt
copper,(II),nsc16/14.txt
copra,(COH-pruh),Wiener
coquí,(coh-KEE),Wiener
cordonata,(kor-doh-NAH-tah),2018_CMST/03.pdf
corvi,(COR-wee),Wiener
corynebacterium,(kuh-RIN-uh-back-TEER-ee-um),Wiener
courante,(koo-RONT),nsc18/19.txt
coureurs des bois,(koo-RURR day bwah),2016_Terrapin/Packet_02.pdf
cout,(C-out),nsc17/18.txt
covfefe,(COVE-fuh-fuh),nsc17/07.txt
coxsackie,(cook-SACK-ee),nsc18/10.txt
creatinine,(cree-AT-uh-neen),Wiener
crepuscular,(cruh-PUSK-yuh-lur),Wiener
crescendo,(kreh-SHEN-doh),2017_NASAT/Round_18.pdf
crescendo,(kruh-SHEN-doh),2018_IQBT_NASAT/Packet_11.pdf
cri du chat,(CREE do sha),Wiener
criollos,(cree-OH-yohs),Wiener
cryolite,(CRY-oh-light),nsc18/05.txt
cryolite,(CRYE-oh-lite),Wiener
cryptococcal,(crip-toh-CAH-kul),Wiener
csardas,(CHAR-dosh),Wiener
csárdás,(CHAR-dahsh),nsc17/08.txt
csárdás,(CHAR-dahsh),nsc17/21.txt
csárdás,(char-dosh),2016_Terrapin/Packet_02.pdf
cubewanos,(cue-bee-wah-nos),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf
cubewanos,(kyoo-bee-WUN-ohz),Wiener
cucurbiturils,(kyoo-CUR-bit-chur-ills),2017_NASAT/Round_17.pdf
cuius regio, eius religio,2018_IQBT_NASAT/Packet_08.pdf
cum dignitate,(koom dig-nee-TAH-tay),2018_CMST/09.pdf
cuneiform,(kyoo-NAY-if-orm),Wiener
cupola,(CUE-poh-luh),nsc17/09.txt
curacas,(coo-RAHK-uzz),Wiener
cut1,(cut-one),2018_CMST/11.pdf
cut2,(cut-two),2018_CMST/11.pdf
cuvettes,(cue-VETS),nsc18/12.txt
cuíca,(koo-EE-ka),2018_IQBT_NASAT/Packet_20.pdf
cwm,(koom),2018_CMST/02.pdf
cyanine,(SIGH-uh-neen),Wiener
cyclohexane,(SIKE-lo-HECKS-ain),Wiener
cyclopentadienyl,(SIKE-lo-pent-uh-die-EE-nul),Wiener
cyclopentadienyl,(cyclo-penta-die-ee-nil),nsc18/11.txt
cyclopes,(SIGH-kloh-peez),nsc18/20.txt
cytochrome,(SAI-toh-krohm),Wiener
cytokinesis,(sai-toh-kih-NEE-sis),Wiener
cytomegalovirus,(SAI-toh-MEG-uh-loh-virus),Wiener
cytosol,(SAI-tuh-sahl),Wiener
cytotoxic,(sai-toh-TOK-sik),Wiener
d'Alembert,(dah-lom-BAIR),nsc18/07.txt
d'Alembert,(dal-om-BARE),nsc16/16.txt
d'Alembertian,(dal-ahm-BARE-shin),2017_NASAT/Round_18.pdf
d'Alembertian,(dall-ahm-BARE-shin),2017_NASAT/Round_08.pdf
d'Automne,(doh-TUM),nsc18/18.txt
d'Este,(DESS-tay),nsc17/15.txt
d'amore,(dah-MOR-ay),nsc18/19.txt
dUTPs,(D-U-T-P's),2017_NASAT/Round_02.pdf
damyata,(dahm-YAH-tuh),Wiener
danzantes,(donth-ONT-ayz),Wiener
dasein,(DAH-sine),Wiener
dasein,(DAH-zyne),nsc17/04.txt
dasein,(DAH-zyne),nsc18/07.txt
datta,(DAH-tah),Wiener
dauphin,(DOFF-in),nsc18/11.txt
dayadhvam,(DYE-ahd-vahm),Wiener
de Chardin,(tay-YARD shar-DANN),2016_Terrapin/Packet_08.pdf
de Godoy,(go-DOY),Wiener
de Montfaucon,(mont-fah-COHN),Wiener
de Tourville,(tur-VEE),Wiener
deaminates,(dee-AM-in-ates),Wiener
death of,(Yevgeny Vasilevich),nsc18/19.txt
debyes,(duh-byes),nsc16/16.txt
decreței,(deh-KRET-say),2016_Terrapin/Packet_08.pdf
deicide,(DAY-uh-side),Wiener
deictic,(DIKE-tik),2016_Terrapin/Packet_09.pdf
delle Grazie,(DEL-lay GRAHT-see-ay),2018_IQBT_NASAT/Packet_02.pdf
delta,(function),2017_ACF_Fall/Berkeley_A_Boston_College_WUSTL_B.pdf
delta,(function),2017_ACF_Fall/Berkeley_A_Boston_College_WUSTL_B.pdf
demes,(deems),nsc17/10.txt
denarii,(deh-NAR-ee),nsc17/06.txt
dendrite,(DEN-drite),Wiener
deoxycorticosterone,(deoxy-corti-KOSS-terone),2017_NASAT/Round_13.pdf
deprotonating,(dee-PRO-tuh-NATE-ing),nsc18/05.txt
der Abschied,(dare AAB-sheet),Wiener
des Beaux Arts,(myoo-ZAY day boh-ZARR),nsc17/04.txt
des Beaux-Arts,(day boh-ZAR),mysterium/02.txt
des fonds,(day FOHN),2018_CMST/05.pdf
desaparecidos,(des-ah-pah-ray-SEE-dohs),Wiener
descamisados,(DESS-cah-mee-SAH-dose),Wiener
detente,(day-TONT),Wiener
deuterium,(dew-TEER-ee-um),Wiener
devsirme,(dev-SHEERM-uh),Wiener
dextrorotatory,(DEX-tro-RO-tuh-tory),nsc18/10.txt
dhikr,(thicker),nsc18/02.txt
diabatic,(DYE-uh-BAT-ik),2018_ACF_Regionals/F._Berkeley_A_+_MIT_B_+_Southampton_A.pdf
diachronic,(dahy-uh-KRON-ik),Wiener
dialetheism,(die-uh-LETH-ee-ism),2018_CMST/13.pdf
diaphanous,(“die-AFF-uh-nus),2018_CMST/14.pdf
diapirs,(DYE-uh-peers),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
diastereomers,(die-uh-stereo-murrs),nsc18/10.txt
diastole,(di-AA-stoh-lee),Wiener
diatoms,(DYE-uh-toms),nsc18/AS.txt
diazotroph,(dai-AZ-oh-trohf),Wiener
dicot,(DAI-kot),Wiener
die Forelle,(dee fohr-ELL-uh),nsc16/16.txt
diet,(DEET),Wiener
differance,(deef-RAHNCE),nsc18/19.txt
digoxin,(dij-OX-in),nsc18/10.txt
digoxin,(dye-GOX-in),nsc17/02.txt
dioecy,(DIE-ee-see),nsc18/06.txt
diolkos,(dee-OHL-kos),Wiener
dioptres,(DYE-op-terz),Wiener
disaccharide,(dye-SAK-uh-ride),2017_NASAT/Round_18.pdf
disease,(GSD),mysterium/11.txt
disease,(GSD),mysterium/11.txt
dismutase,(dis-MYOO-tase),nsc18/17.txt
dissociate,(diss-OH-see-ate),nsc18/23.txt
dissonant chord,(read slowly),2018_IQBT_NASAT/Packet_11.pdf
dissonant chord,(read slowly),nsc18/18.txt
divan,(dih-VAN),nsc17/07.txt
divertissement,(dee-VUR-tees-mon),Wiener
diya,(DEE-ya),2017_ACF_Fall/Cambridge_B_Knox_A_MSU_A_UConn_A.pdf
djembe,(JEM-bay),2018_IQBT_NASAT/Packet_10.pdf
doge,(DOHJ),Wiener
doit,(DOYT),nsc18/11.txt
dolichol,(doll-EE-cole),Wiener
dovecot,(DUV-coat),2018_CMST/10.pdf
drachma,(DRAAK-muh),Wiener
drakainai,(drah-KAY-nye),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf
dromos,(DROH-mohs),Wiener
ducats,(DUCK-its),2018_CMST/01.pdf
dukkha,(DOO-kuh),Wiener
duodenum,(doo-ODD-en-um),Wiener
dvija,(DWI-juh),2018_CMST/09.pdf
dysentery,(DISS-in-TAIR-ee),nsc18/16.txt
dūraoša,(doo-RAOshah),2018_CMST/05.pdf
dǒugǒng,(doh-gung),mysterium/11.txt
d’Alembertian,(dal-ahm-BARE-shin),2016_Terrapin/Packet_04.pdf
d’Alembert’s,(dal-ahm-bear’s),mysterium/05.txt
d’Angers,(don-JAIR),Wiener
d’Angers,(don-JAY”),mysterium/12.txt
d’Aubuisson,(DAHB-wee-sawn),2018_IQBT_NASAT/Packet_14.pdf
d’Indy,(dan-DEE),2016_Terrapin/Packet_14_Finals_2.pdf
echinocandin,(ek-EYE-no-CAN-din),Wiener
echtra,(EKH-trah),2018_ACF_Regionals/B._OSU_A_+_Wisconsin_A_+_Cambridge_B.pdf
eclogue,(EK-log),Wiener
egalite,(eeg-al-uh-TAY),Wiener
egl-1,(E-G-L-one),2017_NASAT/Round_02.pdf
eicosanoids,(eye-KOH-suh-noyds),2017_NASAT/Round_06.pdf
eidolon,(EYE-dohlawn),2018_ACF_Regionals/K._Chicago_A_+_Washington_A_+_NYU_A.pdf
eikonal,(icon-al),mysterium/TB.txt
einzel,(YNE-tzell),nsc17/09.txt
ejidos,(ay-HEE-dos),nsc17/22.txt
ejidos,(ay-HEE-doze),nsc16/05.txt
ejidos,(eh-HEE-dohs),Wiener
ejidos,(eh-HEE-dose),2018_IQBT_NASAT/Packet_17.pdf
ekamanganese,(EK-uh-main-guh-neez),Wiener
ekasilicon,(EK-uh-sil-uh-con),Wiener
elaiosomes,(EH-lie-oh-zomes),Wiener
electrophoresis,(electro-for-EE-siss),nsc18/02.txt
electrophoresis,(electro-for-EE-siss),nsc18/07.txt
ema,(EH-mah),2017_NASAT/Round_14.pdf
embouchure,(OM-buh-shur),nsc18/24.txt
embryogenesis,(EMB-ree-oh-JEN-uh-siss),Wiener
emet,(eh-MET),nsc18/06.txt
emf,(E-M-F),2017_ACF_Fall/Gettysburg_A_Georgia_B_Wright_State_A_Zurich.pdf
empfindsamer Stil,(em-FIN-zahm-er SHTEEL),2017_NASAT/Round_05.pdf
encephalopathy,(en-sef-uh-LOP-uh-thee),Wiener
endosymbiotic,(END-oh-sim-bee-AH-tik),Wiener
endpoints are,(read slowly),nsc17/12.txt
ennui,(on-WEE),2017_NASAT/Round_17.pdf
entelechies,(en-TELL-uh-keez),2018_CMST/06.pdf
enterochromaffin,(en-TARE-oh-kroh-MAFF-in),Wiener
entr'acte,(ON-tract),nsc18/16.txt
entrepôt,(on-truh-POH),nsc16/Extras.txt
entr’acte,(on-TROCT),2018_CMST/02.pdf
enucleated,(eh-NOO-clee-ate-ed),Wiener
enveloppe,(AHNV-lop),Wiener
eosin,(EE-oh-sin),nsc18/24.txt
ephor,(EE-for),Wiener
epichlorohydrin,(epi-chloro-hydrin),2018_CMST/01.pdf
epicondyle,(EH-puh-CON-di-al),Wiener
epistasis,(eh-pih-STAY-sis),Wiener
episteme,(ep-ih-STEE-mee),2018_CMST/09.pdf
epistemes,(EP-iss-teemz),Wiener
epistemic,(EHP-eh-STEM-ik),Wiener
epoche,(eh-po-KAY),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
epoché,(eh-po-KAY),2018_IQBT_NASAT/Packet_06.pdf
equation,(s),mysterium/07.txt
erhu,(AIR-hoo),Wiener
erhua,(AIR-wah),Wiener
ermine,(ER-min),Wiener
eschatology,(ess-kuh-TAH-luh-jee),2018_CMST/12.pdf
eschatology,(ess-kuh-TOLOGY),nsc18/04.txt
escobilla,(ess-koh-BEE-yah),2018_IQBT_NASAT/Packet_06.pdf
estradiol,(est-ruh-DAI-ol),Wiener
eta,(AY-tuh),2017_NASAT/Round_07.pdf
ethnically-Yoruban,(YORE-oo-bin),nsc17/17.txt
etrog,(eh-TROHG),nsc18/19.txt
etude,(EY-tood),Wiener
eudaimonia,(you-da-MO-nia),2017_ACF_Fall/Editors_2.pdf
euhemerism,(yoo-HEM-er-ism),2017_NASAT/Round_16.pdf
eukaryote,(yoo-CAA-ree-oht),Wiener
eukaryotes,(you-CARE-ee-oats),nsc16/19.txt
euphonium,(yoo-FOH-nee-um),2018_IQBT_NASAT/Packet_11.pdf
eurypterids,(yoo-RIP-tuh-rids),2017_NASAT/Round_16.pdf
eutherian,(yooth-EER-ee-an),Wiener
eutrophication,(yoo-troh-fication),nsc18/12.txt
excipients,(eck-SIP-ee-ents),Wiener
exegesis,(ex-uh-JEE-siss),2018_IQBT_NASAT/Packet_13.pdf
exergonicity,(ek-SER-go-NIH-city),Wiener
exeunt,(EGG-zee-unt),nsc17/09.txt
exophthalmos,(ehk-sof-THAL-muss),Wiener
extirpatie,(ex-tir-PAH-tsee),nsc18/23.txt
extravasate,(ex-TRAV-uh-sate),2018_ACF_Regionals/K._Chicago_A_+_Washington_A_+_NYU_A.pdf
f,(c),2017_ACF_Fall/Chicago_A_Michigan_A_Rutgers_B_St._Olaf_Toronto_B_UCF_A.pdf
f,(x),2017_ACF_Fall/Chicago_A_Michigan_A_Rutgers_B_St._Olaf_Toronto_B_UCF_A.pdf
f/64,(F-sixty-four),2017_NASAT/Round_02.pdf
f/64,(eff sixty-four),Wiener
facies,(FAH-sheez),Wiener
facile or "semplice",(fah-CHEE-lay or sem-PLEE-chay),nsc17/01.txt
facile,(FASS-ull),2018_IQBT_NASAT/Packet_05.pdf
fado,(FAH-doo),2018_IQBT_NASAT/Packet_14.pdf
faixa,(FYshuh),2018_CMST/07.pdf
fajr,(FAH-jur),Wiener
falciparum,(fal-SIH-pa-rum),Wiener
fasces,(FAH-shayz),Wiener
fasces,(FASS-eez),2016_Terrapin/Packet_13_Finals_1.pdf
fasciculus,(fass-IK-yoo-lus),Wiener
fascines,(fah-SEENZ),Wiener
favela,(fah-VEH-luh),Wiener
favelas,(fuh-VAY-luhs),nsc18/12.txt
fermata,(fur-MAH-tuh),2018_ACF_Regionals/S._Editors_2.pdf
fete galante,(fet gal-ont),nsc16/14.txt
fibrin,(FAI-brin),Wiener
fibrinogen,(fai-BRIN-uh-jin),Wiener
fidchell,(FID-shell),2018_CMST/09.pdf
field,(pause),2018_IQBT_NASAT/Packet_13.pdf
fifth-sun. Hun-Came,(hoon kah-may),nsc16/12.txt
filioque,(FIL-ee-AH-kwuh),Wiener
filé,(FEE-lay),2017_NASAT/Round_10.pdf
fin de siècle,(fehn duh SYEH-cluh),2018_CMST/16_Tiebreakers.pdf
fin de siècle,(fin duh see-AY-kluh),Wiener
fiqh,(fick),Wiener
flagellated,(FLAA-juh-lay-ted),Wiener
fleadhs,(flahs),nsc18/13.txt
fludeoxyglucose,(FLOO-de-ox-ee-GLOO-cos),Wiener
fluorescein,(flor-ESS-ee-in),nsc18/24.txt
fluyt,(flout),nsc17/05.txt
flyting,(FLIT-ing),Wiener
folia are,(read slowly),nsc18/06.txt
folic,(FOH-lik),Wiener
foramen,(for-EY-men),Wiener
fosche,(FOH-skeh),nsc17/03.txt
fouetté,(fwet-TAY),2016_Terrapin/Packet_02.pdf
fouettés,(fwet-TAYS),nsc18/17.txt
fovea,(FO-vee-uh),2018_IQBT_NASAT/Packet_19.pdf
fox,(too-MESS-ee-an),nsc17/22.txt
française,(frahn-SEZ),2018_CMST/05.pdf
fraternite,(frat-ur-nah-TAY),Wiener
frieze,(freeze),nsc18/15.txt
friska,(FREESH-kah),2017_NASAT/Round_09.pdf
friska,(FREESH-kah),nsc17/21.txt
from your,(and my),2018_IQBT_NASAT/Packet_03.pdf
fromme Weise,(FROH-muh VY-zuh),2018_CMST/12.pdf
frottis,(fraw-TEE),2018_CMST/06.pdf
fuchsin,(FYOOK-sin),2016_Terrapin/Packet_07.pdf
fugato,(fyoo-GAH-toh),Wiener
fum'th,(FUME-eth),2017_NASAT/Round_04.pdf
fumi-e,(foo-mee-EH),2017_NASAT/Round_09.pdf
funereal,(fyoo-NEE-ree-ul),nsc18/05.txt
fuoco,(FWO-coh),Wiener
furiant,(FOO-ree-ont),nsc17/21.txt
furiant,(FOO-ree-ont),umdfall17/12.txt
furusiyyah,(foo-roo-SEE-yeh),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
futur simple,(samp-luh),Wiener
fynbos,(FAIN-boss),nsc18/24.txt
fynbos,(FIN-bohz),Wiener
fête galante,(fett guh-LONT),2018_CMST/09.pdf
fête galante,(“fett guh-LAWNT”),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
fête-galante,(FET-guh-LONT),2018_IQBT_NASAT/Packet_06.pdf
g as,(read slowly),2018_IQBT_NASAT/Packet_02.pdf
gacaca,(gah-CAH-cah),Wiener
gadolinium,(gah-do-LIN-ee-um),Wiener
galacto-syl-transferase,(guh-LACK-tuh-seal-TRANS-fur-ace),Wiener
galanterie,(gah-lon-tuh-REE),2018_CMST/10.pdf
galena,(guh-LEE-nuh),nsc18/01.txt
galliards,(GAL-yerds),2018_IQBT_NASAT/Packet_17.pdf
gamelan,(GAM-uh-lan),nsc18/09.txt
gametangia,(gam-ee-TAN-jee-uh),2017_NASAT/Round_06.pdf
gametophyte,(ga-MEE-toe-fite),Wiener
