word,PG,source
Vincente Cordova,(CORE-doh-vuh),Wiener
Vincenzo Galilei,(veen-CHENT-so gah-lee-LAY),2018_IQBT_NASAT/Packet_05.pdf
Vincenzo,(veen-CHENT-so),nsc18/18.txt
Vinteuil’s,(van-TUH-ee’s),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Vipunen,(VEE-poo-nen),Wiener
Viracocha,(VEER-ah-COH-chuh),Wiener
Virchow,(FUR-khoh),nsc17/03.txt
Virunga,(veer-OON-guh),Wiener
Vis,(VEESS),Wiener
Vitebsk,(vih-TEBSK),Wiener
Vix,(vee),2018_IQBT_NASAT/Packet_19.pdf
Višegrad,(VEE-sheh-grahd),nsc17/03.txt
Vladimir Nabokov,(vlaa-DEE-mur nah-BOH-kawv),Wiener
Vlora,(vuh-LORE-uh),Wiener
Vltava,(vol-TAH-vuh),Wiener
Vltava,(vull-TAH-vah),nsc17/04.txt
Vo Nyugen Giap,(VOH nuh-WIN JAHP),Wiener
Vocalise,(vo-kah-LEEZ),nsc18/17.txt
Voevodsky,(voy-eh-VOD-skee),2018_IQBT_NASAT/Packet_19.pdf
Voie Sacrée,(vwah sah-KRAY),2018_IQBT_NASAT/Packet_06.pdf
Voiles,(vwahl),nsc18/06.txt
Voivode,(vah-voyd),Wiener
Vojvodina,(VOY-vuh-dee-nuh),Wiener
Voluspa,(vuh-LUSS-puh),Wiener
Vorkurs,(FORE-koorss),2018_CMST/03.pdf
Vorspiel,(FOR-shpeel),smt/02.txt
Vosges,(VOO-juh),Wiener
Vosges,(vohzh),umdfall17/12.txt
Vox Clamantis,(VOCKS cluh-MAHN-tiss),Wiener
Vox in Excelsio,(VOCKS in eck-SEL-see-oh),Wiener
Vrbanja,(vurr-BAHN-yah),2017_ACF_Regionals/F_-_Harvard_A_+_Oxford_B.pdf
Vriesendorp’s,(VREE-zen-dorp's),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Vritra’s,(VREE-tra's),2018_ACF_Nationals/02_-_Prelims_2_-_Minnesota_A.pdf
Vucub-Came,(voo-koob-kah-may),nsc16/12.txt
Vuh,(vookh),2018_CMST/16_Tiebreakers.pdf|nsc17/10.txt|smt/13.txt
Vyasa,(vee-AAS-uh),Wiener
Vyrubova,(VIH-roo-buv-uh),nsc18/09.txt
Vytautas,(VEE-tau-tiss),2018_IQBT_NASAT/Packet_11.pdf
Vyšehrad,(VISH-eh-raht),2018_ACF_Regionals/F._Berkeley_A_+_MIT_B_+_Southampton_A.pdf|mysterium/02.txt
Vyšehrad,(vih-SHEH-heh-rad),2018_ACF_Nationals/02_-_Prelims_2_-_Minnesota_A.pdf
Václav,(VAHT-slav),2016_Terrapin/Packet_08.pdf
Václav,(VAHTS-lahv),2018_CMST/03.pdf
Väinämöinen and Lemminkäinen,(VIE-nah-moy-nen and LEM-in-kye-nen),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Väinämöinen,(VAI-ih-nuh-MOH-nen),Wiener
Väinämöinen,(vay-na-MOY-nen),nsc17/05.txt
Võ Nguyên Giáp,(VO n’win zap),2018_IQBT_NASAT/Packet_03.pdf
Völkischer Beobachter,(fool-kish-er BAY-oh-bach-ter),2018_ACF_Nationals/13_-_Playoff_5_-_Editors_5.pdf
Völsunga,(VOL-sun-guh),Wiener
Völuspá,(WO-lus-pah),2017_ACF_Fall/Cambridge_A_JHU_A_UCSD_B_WUSTL_A.pdf
W,(illiam),2017_ACF_Fall/JHU_B_McGill_A_NYU_A_UCSD_A.pdf
W.E.B. Du Bois,(doo BOYZ),Wiener
WMAP,(w-map),2017_ACF_Regionals/N_-_Editors_1.pdf
WRNS,(RENZ),nsc18/19.txt
Wadiyar,(wah-dee-yar),2017_ACF_Regionals/B_-_Maryland_B_+_Oxford_A.pdf
Waiheke,(WHY-heh-keh),nsc17/16.txt
Waimea,(wai-MAY-uh),Wiener
Waitangi,(why-TONG-ghee),Wiener
Waitemata,(WAI-teh-MAH-tah),Wiener
Wakan,(WAHK-ahn),Wiener
Waldemar,(VAHL-deh-mahr),nsc17/17.txt
Waldheim,(VAHLD-hyme),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Waldheim,(VALD-hyme),nsc18/07.txt
Waldstein Sonata,(VAHLD-shtein OR VAHLD-styne),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Wallachian,(wuh-LAY-kee-un),Wiener
Wallonia,(wuh-LOH-nee-uh),Wiener
Walpurgis,(vall-PURR-giss),nsc18/11.txt
Walpurgisnacht,(wahl-PUR-ges-nokt),Wiener
Walter Bagehot,(BAA-jet),Wiener
Walter Benjamin,(VAHL-ter BEN-yah-meen),2017_ACF_Regionals/B_-_Maryland_B_+_Oxford_A.pdf
Walter Benjamin,(VALL-tuh BEN-yah-meen),2018_CMST/01.pdf|2018_IQBT_NASAT/Packet_09.pdf|smt/08.txt
Walter Benjamin’s,(VALL-tuh BEN-yahmeen’s),2018_CMST/13.pdf
Walter Bothe,(VALL-tuh BO-tuh),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Walter Devereux,(DEH-vuh-roh),Wiener
Walter Heitler,(VAL-tur HEIGHT-lur),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Walter Mischel,(VALL-tuh MISH-ull),2018_IQBT_NASAT/Packet_01.pdf
Walter Rathenau,(VAHL-ter RAH-tuh-now),Wiener
Walter Spies,(VAHL-tur SHPEEZ),2017_ACF_Regionals/J_-_Virginia_A_+_Kenyon_+_Yale_A.pdf
Walter Ulbricht,(VAHL-tur ool-BRIKT),Wiener
Wananikwe,(wah-nuh-NIK-way),Wiener
Wanda Landowska,(VAHN-da lahn-DOV-skah),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Wanda Landowska,(Vanda lahn-DOFF-skah),nsc18/25.txt
Wang Anshi,(WONG on-shurr),2018_IQBT_NASAT/Packet_07.pdf
Wang Mang,(WONG MONG),Wiener
War of Chioggia,(KYO-juh),Wiener
Warburg,(VAR-boork),2018_CMST/12.pdf
Ward,(wahrd),2018_CMST/02.pdf
Wartburg,(VAHRT-boorg),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Wartburg,(VORT-burg),Wiener
Watteau's,(vah-TOH's),2017_NASAT/Round_15.pdf
Watteau,(vah-TOH),2018_CMST/09.pdf|2018_IQBT_NASAT/Packet_06.pdf|nsc17/04.txt|nsc17/08.txt|nsc18/15.txt|smt/11.txt
Waugh,(wah),2018_IQBT_NASAT/Packet_16.pdf|nsc18/02.txt
Waukegan,(waw-KEE-gun),2018_CMST/04.pdf
Waxahachie,(walks-a-HATCH-ee),mysterium/11.txt
Wa’itu kubuli,(wah-EE-too koh-BOO-lee),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Wałęsa,(vah-WEN-suh),2017_NASAT/Round_07.pdf|2017_NASAT/Round_15.pdf|2018_CMST/02.pdf|nsc16/13.txt
We-wha,(WAY-wah),2018_CMST/08.pdf
Wealhtheow,(WALL-thay-oh),2018_CMST/07.pdf
Weber,(VAY-ber),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf|nsc18/14.txt
Weber,(VAY-bur),nsc18/02.txt
Weber,(VAY-burr),nsc16/15.txt
Webern,(VAY-burn),2018_CMST/14.pdf
Weber’s,(VAY-ber’s),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Wechsel,(VEK-sull),2017_NASAT/Round_09.pdf
Weidinger,(VYE-ding-er),nsc18/02.txt
Weierstrass,(VYE-er-shtross),2017_NASAT/Round_02.pdf
Weierstrass,(VYE-er-stross),nsc16/03.txt
Weierstrass,(VYE-ur-SHTRAHSS),2018_IQBT_NASAT/Packet_09.pdf
Weierstrass,(VYE-ur-SHTROSS),2018_IQBT_NASAT/Packet_02.pdf
Weil,(vay),2018_CMST/13.pdf|smt/03.txt
Weill,(vile),nsc17/04.txt|nsc18/15.txt
Weimar,(VAI-mar),Wiener
Weiss,(VICE),Wiener
Weizsäcker,(VYTE-secker),nsc18/02.txt|2018_IQBT_NASAT/Packet_17.pdf
Weltlandschaft,(VELT-lond-shoft),nsc18/AS.txt
Wendigo,(WIN-dee-go),Wiener
Werkbund,(VAIRK-boont),2018_CMST/15.pdf
Wernicke's,(VAIR-nick-uh's),nsc17/10.txt
Werther,(VAIR-tair),2017_ACF_Regionals/P_-_Editors_3.pdf
Werther,(VAIR-ter),nsc18/02.txt
Werther,(VAIR-tur),nsc17/03.txt
Westliche Post,(VEST-leesh pohst),2018_ACF_Regionals/S._Editors_2.pdf
Westphalia,(west-FAIL-yuh),Wiener
Wetstein,(VET-styne),nsc18/02.txt
Wetzel,(VET-sul),Wiener
Weyden’s,(VY-dun’s),2018_CMST/05.pdf
Whaitiri,(why-TEE-ree),Wiener
Whewell,(HEW-el),nsc17/13.txt
Whina,(FEE-nuh),2018_CMST/03.pdf
Whitefield,(WIT-feeld),2018_CMST/10.pdf
Whydah,(WHY-duh),2018_ACF_Regionals/A._Waterloo_A_+_WUSTL_A_+_Yale_B.pdf
Whydah,(WY-duh),2018_CMST/14.pdf
Widjojo Nitisastro,(wee-JOH-yo nee-tee-SASS-troh),2017_NASAT/Round_11.pdf
Widor,(vee-DORE),nsc16/11.txt
Widor’s,(vee-DOR’s),2018_CMST/08.pdf
Wieck,(VEEK),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf|nsc17/11.txt
Wieck,(veek),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf|umdfall17/13.txt
Wien's Law,(VEENS),Wiener
Wierzynek,(VEER-zin-ek),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Wilhelm Brasse,(VIL-helm BRAH-seh),Wiener
Wilhelm Meister,(VILL-helm MAI-ster),Wiener
Wilhelm,(von),2017_ACF_Fall/Carleton_A_Florida_B_Oxford_Brookes_Rutgers_A.pdf
Wilhelmj,(vill-HELL-mee),2018_IQBT_NASAT/Packet_15.pdf
Wilis,(VEE-leez),2018_CMST/09.pdf
Wilis,(WEE-leez),nsc17/08.txt
Wilis,(vee-LEE),smt/10.txt
Willendorf,(VIL-un-dorf),Wiener
William Butler Yeats,(YATES),Wiener
William Inge,(rhymes with hinge),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Willy Merkl,(VEE-lee MAIR-kul),2018_ACF_Nationals/10_-_Playoff_2_-_Editors_2.pdf
Windhoek,(VINT-hook),nsc18/05.txt
Winterreise,(VIN-ter-RYE-zuh),nsc17/05.txt
Winterreise,(VIN-tuh-RIZE-uh),smt/13.txt
Winterreise,(VIN-tur-rise-uh),2018_CMST/01.pdf
Winterreise,(vin-tur-AI-suh),Wiener
Wir danken dir,(veer DAHN-kin deer),nsc17/23.txt
Wissenschaftslehre,(VISS-en-shofts-LAY-ruh),nsc16/03.txt
Witenagemot,(WIT-ehn-AH-gey-mott),Wiener
Witt,(VIT),nsc18/22.txt
Witte,(VIT-uh),Wiener
Wittelsbach,(VIT-uls-bahk),2018_CMST/02.pdf
Wittfogel’s,(VIT-foh-gull's),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Wittgenstein,(VIT-gun-shtyne),2018_IQBT_NASAT/Packet_07.pdf|nsc18/18.txt
Wittgenstein,(VITT-gen-shtyne),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Witwatersrand,(vit-VOT-erz-rond),Wiener
Wnt,(WINT),smt/15.txt
Wnt,(wint),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf|nsc18/13.txt
Wodziwob,(WOD-zee-wob),Wiener
Woese,(woes),Wiener
Wojnarowicz’s,(voy-nah-ROW-vitch's),2018_ACF_Nationals/TB02_-_Extra_Packet_-_Chicago_A_+_McGill.pdf
Wojtyla,(voy-TEE-lah),Wiener
Woland,(voh-lahnd),2018_IQBT_NASAT/Packet_15.pdf
Wolbachia,(wole-BACK-ee-uh),nsc17/14.txt
Wold,(vohld),2017_ACF_Regionals/M_-_Columbia_A_+_Carleton_A_+_Michigan_State.pdf
Wole Soyinka,(WALL-ay SHOW-ying-ka),2016_Terrapin/Packet_07.pdf|2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf|2018_IQBT_NASAT/Packet_15.pdf|nsc17/17.txt
Wolf,(VULF),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Wolf,(vulf),2017_NASAT/Round_14.pdf|2018_IQBT_NASAT/Packet_06.pdf
Wolszczan,(VOLE-chahn),smt/08.txt
Woltjer,(WOLE-chur),2018_CMST/07.pdf
Woodward–Fieser,(FYE-zer),nsc18/12.txt
Wood–Ljungdahl,(L'YOUNG-doll),2017_ACF_Regionals/F_-_Harvard_A_+_Oxford_B.pdf
Worcester,(WUH-ster),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Worcester,(WUH-stir),2017_ACF_Regionals/P_-_Editors_3.pdf
Worms,(VURMS),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Wovoka,(woh-VOH-kuh),Wiener
Wozzeck,(VOT-seck),2018_IQBT_NASAT/Packet_09.pdf
Wozzeck,(VOT-sek),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Wuchale,(woo-CHAH-lay),2017_ACF_Regionals/I_-_Illinois_A_+_UCSD_A.pdf
Wudi,(woo-dee),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Wujek,(VOO-yek),2017_ACF_Fall/Gettysburg_A_Georgia_B_Wright_State_A_Zurich.pdf
Wulff,(VULF),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Wundt,(voont),2018_CMST/15.pdf
Wythoff,(VYTE-hoff),2018_ACF_Regionals/S._Editors_2.pdf
Wöhler,(VER-ler),2016_Terrapin/Packet_06.pdf|2017_NASAT/Round_17.pdf|smt/06.txt
Wölfflinian,(vulf-LIN-ee-in),2018_CMST/04.pdf
Władysław Reymont,(vwah-DISS-waff RAY-mont),2018_IQBT_NASAT/Packet_10.pdf
Władysław,(vwah-dih-swaff),umdfall17/05.txt
XCORR,(ECKS-core),Wiener
XIAPs,(X-I-A-P's),2017_NASAT/Round_02.pdf
XIII,(thirteenth),nsc18/AS.txt
XOR,(ex-or),nsc18/16.txt
Xa,(ten-A),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Xade,(cha-DAY),Wiener
Xagħra,(SHAH-ra),2016_Terrapin/Packet_02.pdf
Xanadu,(ZAA-nuh-doo),Wiener
Xanthelasma palpabrum,(ZAN-thuh-LASS-muh PAL-puh-BRAY-rum),Wiener
Xanthippe,(zanth-IP-ee),Wiener
Xanthippus,(zan-THIH-puss),2018_ACF_Nationals/04_-_Prelims_4_-_Maryland_A.pdf
Xanthippus,(zan-THIP-iss),Wiener
Xarifa,(huh-REE-fuh),2018_CMST/02.pdf
Xbalanque,(sh'bah-LON-kay),nsc17/10.txt
Xbalanque,(shbah-LONG-kay),2018_CMST/01.pdf
Xbalanque,(shee-buh-LAHN-kay),Wiener
Xeer,(HEER),Wiener
Xenophon,(ZEE-nuhf-on),Wiener
Xenu,(ZEE-noo),Wiener
Xerxes,(ZERK-seez),Wiener
Xevioso,(he-VEE-oh-soh),Wiener
Xhosa,(KAW-sah),2017_ACF_Regionals/B_-_Maryland_B_+_Oxford_A.pdf
Xhosa,(KOH-suh),Wiener
Xi Shi,(shee shurr),2018_IQBT_NASAT/Packet_11.pdf
Xi'an,(SHEE-ahn),Wiener
Xia,(SHEE-uh),Wiener
Xia,(shyah),nsc17/05.txt|umdfall17/05.txt
Xia,(sh’YAH),nsc18/03.txt
Xian,(sh'yen),nsc17/01.txt
Xiang Yu,(shee-ahng yoo),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Xianyang,(sh'yen-yong),nsc17/01.txt
Xianyang,(shee-ahn-yahng),2017_ACF_Regionals/D_-_Rutgers_A_+_Georgia_A.pdf
Xibalba,(shee-BAL-bah),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf|nsc16/12.txt
Xibalba,(shee-BALL-bah),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Xibalba,(sheh-BALL-buh),Wiener
Xibalba,(shih-BAL-bah),nsc17/10.txt
Xie Jinyuan,(sheh jin-yoo-EN),2018_CMST/01.pdf
Xin,(sheen),Wiener
Xinhai,(SHIN-hai),Wiener
Xinhua,(SHIN-wah),Wiener
Xinjiang,(SHIN-jahng),Wiener
Xinjiang,(sheen-jyong),nsc17/09.txt|nsc17/17.txt
Xiomara,(sho-MAH-ruh),Wiener
Xiongnu,(shong-NU),Wiener
Xiongnu,(shong-noo),2018_CMST/06.pdf
Xiongnu,(shung-noo),2018_ACF_Nationals/03_-_Prelims_3_-_Michigan_A.pdf
Xiphares,(zi-FARE-ees),Wiener
Xiufu,(SHOO-foo),Wiener
Xiuquan,(shee-KWAN),Wiener
Xolotl,(shoh-LOH-tul),nsc16/12.txt
Xolotl,(shoh-LOTTLE),nsc18/AS.txt
Xolotl,(shuh-LOT-ul),Wiener
Xu Bing,(shyoo beeng),2018_IQBT_NASAT/Packet_15.pdf
Xu Fu,(shoo foo),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Xuanwu,(SHWAN-woo),2017_ACF_Regionals/E_-_Florida_A_+_Johns_Hopkins_A.pdf
Xuanzang,(SHWAHN-zahng),2018_ACF_Nationals/13_-_Playoff_5_-_Editors_5.pdf
Xuanzang,(SHWAN-zong),Wiener
Xuanzang,(shwen-TZONG),2018_IQBT_NASAT/Packet_13.pdf
Xueliang,(shoe-AY-lee-ahng),Wiener
Xueqin,(shway-CHEEN),nsc17/08.txt
Xuān of Qí,(shwen of chee),2016_Terrapin/Packet_08.pdf
Xúnzǐ,(SHWIN-tzuh),2016_Terrapin/Packet_08.pdf
Xī,(shee),mysterium/12.txt
Xǐsuǐ Jīng,(SHEE-sway jing),2016_Terrapin/Packet_11.pdf
Y Wladfa,(oh lad-vah),2017_ACF_Regionals/N_-_Editors_1.pdf
YInMn,(yin-min),umdfall17/02.txt
YPG,(yuh-pah-guh),nsc17/10.txt
YPJ,(yuh-pah-juh),nsc17/10.txt
Yaaru,(YAH-roo),Wiener
Yachê,(YA-cheh),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Yahrzeit,(YORT-site),mysterium/11.txt
Yahrzeit,(yort-site),2015_STIMPY/01._Chicago_A_-_MIT_B.pdf
Yajur,(YAH-jer),Wiener
Yan,(yen),2018_CMST/03.pdf
Yanaon,(yah-nah-ohn),2017_ACF_Regionals/K_-_Chicago_A_+_Cornell_A.pdf
Yanartaş,(YAH-nar-tash),nsc17/19.txt
Yang Huimin,(yong hway-meen),2018_ACF_Regionals/I._Missouri_A_+_JHU_C_+_McGill_A.pdf
Yanomamo,(yah-nuh-MAH-moh),nsc18/12.txt
Yaoundé,(ya-oon-DAY),2018_IQBT_NASAT/Packet_11.pdf
Yaque del Norte,(YAH-kay del NOR-tay),Wiener
Ybor,(EE-bor),Wiener
Ybón,(ee-BONE),2018_IQBT_NASAT/Packet_14.pdf
Years of Lead,(LED),Wiener
Yeats,(YATES),2018_IQBT_NASAT/Packet_19.pdf
Yehuda HaNasi,(yehu-DAH ha-nah-SEE),mysterium/08.txt
Yemelyan Pugachev,(ee-MAHL-yahn POOG-ah-chahv),Wiener
Yeonsangun,(YUN-sahn-goon),2017_NASAT/Round_18.pdf
Yermak,(YAIR-mock),Wiener
Yggdrasil,(IG-druh-sil),Wiener
Yingtian,(ying-t’yen),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Yirgachefe,(irga-CHEF-ay),Wiener
Yitang Zhang,(EE-tong JONG),2017_NASAT/Round_02.pdf|nsc17/09.txt
Ylajali,(ee-la-YAH-lee),2016_Terrapin/Packet_08.pdf
Ylajali,(ee-la-yah-lee),umdfall17/01.txt
Ylvis,(ILL-viss),Wiener
Ymir,(IM-eer),Wiener
Yngling,(ING-ling),2018_CMST/11.pdf
Yochai,(YO-high),2018_CMST/04.pdf
Yochai,(yoh-HY),2018_CMST/14.pdf
Yoido,(YUH-wee-DOH),2018_IQBT_NASAT/Packet_02.pdf
Yoknapatawpha,(YAHK-nuh-puh-TAW-fuh),2018_CMST/03.pdf
Yoknapatawpha,(YOK-nuh-puh-TAW-fuh),Wiener
Yolande of Brienne,(yoh-LAHND of bree-EN),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Yom Kippur,(yahm kee-POOR),Wiener
Yonatan,(yoh-nah-TAHN),Wiener
Yongle,(YONG-lay),Wiener
Yongle,(yohng-luh),2018_CMST/04.pdf
Yongzheng,(yong-jeng),2018_ACF_Nationals/05_-_Prelims_5_-_Oklahoma_+_Michigan_B.pdf
Yonville,(yon-VEEL),Wiener
Yoruba,(YO-roo-ba),smt/14.txt
Yoruba,(YO-roo-bah),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf
Yoruba,(YOH-roo-bah),2018_IQBT_NASAT/Packet_09.pdf
Yoruban,(YOH-roo-bin),2017_NASAT/Round_06.pdf
Youliang,(yo-LONG),Wiener
Young Werther,(VAIR-ter),Wiener
Yourcenar,(YORE-seh-nar),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Youyou,(yo-yo),2018_CMST/14.pdf
Yoweri Museveni,(YOW-er-ee moo-suh-VAIN-ee),Wiener
Ypiranga,(EEP-ee-ron-guh),Wiener
Ypres,(EEP-ruh),2017_NASAT/Round_03.pdf|Wiener|nsc17/23.txt
Yreka,(why-REE-kuh),Wiener
Ys,(EES),2017_ACF_Regionals/H_-_Ohio_State_A_+_Caltech_A.pdf
Ysaÿe,(ee-ZAI),2016_Terrapin/Packet_11.pdf
Ysaÿe,(ee-ZYE),nsc18/17.txt
Ysbaddaden's,(ISS-bah-dah-den's),nsc17/16.txt
Ysbaddaden,(EES-buh-DA-den),Wiener
Ysbaddaden’s,(ISS-bah-thah-den’s),2018_CMST/12.pdf
Yu Tsun,(SUN),Wiener
Yuan,(WAHN),Wiener
Yudhishthira,(yoo-DISH-ti-ruh),2016_Terrapin/Packet_08.pdf
Yudhisthira,(yoo-diss-TEE-ruh),Wiener
Yudhoyono,(yoo-doh-YOH-noh),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Yue Fei,(YOO-eh FAY),2017_ACF_Regionals/F_-_Harvard_A_+_Oxford_B.pdf
Yue,(you-EH),nsc16/02.txt
Yue,(y’WEH),2018_IQBT_NASAT/Packet_11.pdf
Yukar,(YOO-car),Wiener
Yunnan,(yoonnahn),2018_CMST/03.pdf
Yunnan,(you-nahn),Wiener
Yunque,(JOON-kay),smt/08.txt
Yuri Gagarin,(guh-GAHR-in),Wiener
Yuuzhan Vong,(YOU-zahn-vong),Wiener
Yuwipi,(yoo-WIH-pee),Wiener
Yuè,(y’-WEH),mysterium/05.txt
Yvain,(ee-VAIN),nsc17/05.txt
Yves Guérin-Sérac,(EEV gay-RAN-say-RACK),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Yves Montand,(EEVZ mon-TAWN),2017_NASAT/Round_10.pdf
Yves Saint-Laurent’s,(eev san-loh-RON’s),2018_CMST/10.pdf
Yves,(EEV),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Ywain,(ih-WAIN),2018_CMST/09.pdf
Yángzhōu,(yong-joh),2016_Terrapin/Packet_02.pdf
ZIM,(zim),2018_CMST/13.pdf
Zabrak,(ZAA-braak),Wiener
Zagwe,(ZAHG-way),Wiener
Zaha Hadid,(ZAH-hah hah-DEED),2018_IQBT_NASAT/Packet_16.pdf
Zajj,(zadge),nsc17/19.txt
Zajonc,(ZYE-unce),2016_Terrapin/Packet_04.pdf
Zakitzunun,(zah-KEET-zoo-noon),2017_ACF_Regionals/G_-_Michigan_A_+_Johns_Hopkins_B.pdf
Zambezi,(zam-BEE-zee),Wiener
Zamora,(zah-MORE-uh),Wiener
Zapatero,(zah-pah-TAY-roh),2018_IQBT_NASAT/Packet_13.pdf
Zapotes,(zah-POH-tays),Wiener
Zawinul,(ZAH-vin-null),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Zawinul,(ZAH-vin-ull),nsc17/01.txt
Zawinul,(ZAV-in-ool),2018_CMST/10.pdf
Zaydis,(ZAY-deez),Wiener
Zazpiak Bat,(SOSS-pyock BAHT),nsc17/09.txt
Zbigniew Brzezinski,(SPIG-nyef bruh-ZIN-skee),2018_CMST/10.pdf
Zbigniew Brzezinski,(ZBIG-nee-ev brr-zheh-ZIN-ski),nsc18/15.txt
Zbigniew,(Z'BIG-nee-eff),nsc17/15.txt
Zdena,(zuh-DAY-nuh),Wiener
Zeami,(zeh-AH-mee),nsc18/18.txt
Zedillo,(seh-DEE-yoh),2018_ACF_Regionals/M._JHU_A_+_Oxford_A_+_UNC_L.pdf
Zelaya,(seh-LAH-yah),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
Zemene Mesafint,(zuh-MUH-nuh muh-SAH-fint),mysterium/04.txt
Zengzi,(tsung-tsuh),2018_CMST/10.pdf
Zeno of Citium,(SEE-tee-um),Wiener
Zenocrate,(zee-NAH-kruh-tay),Wiener
Zetas,(ZAY-tuhz),Wiener
Zetes,(ZEE-teez),2018_IQBT_NASAT/Packet_16.pdf|nsc18/15.txt
Zeus,(zoos),Wiener
Zexu,(dzuh-shoo),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf
Zexu,(dzuh-shyoo),nsc16/21.txt
Ze’ev Jabotinsky,(zeh-EV jah-bo-TIN-skee),2018_IQBT_NASAT/Packet_13.pdf
Zhang Qian,(jahng chee-AHN),2017_ACF_Regionals/C_-_Maryland_C_+_Toronto_A.pdf
Zhang Qian,(jong ch’yen),2018_CMST/06.pdf
Zhang Zhongjing,(jong jung-jeeng),nsc17/08.txt
Zhang Zhung,(jong jung),2018_CMST/03.pdf
Zhang,(jong),2018_IQBT_NASAT/Packet_20.pdf
Zhao,(jow),2018_CMST/06.pdf
Zhejiang,(juh-jyong),2018_CMST/10.pdf
Zhenbao,(jen-bao),2017_ACF_Regionals/P_-_Editors_3.pdf
Zheng He's,(jung huh’s),nsc18/11.txt
Zheng He,(jung HA),Wiener
Zheng He,(jung huh),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Zheng He’s,(JUNG HUH's),2017_ACF_Regionals/A_-_Maryland_A_+_UCSD_B.pdf
Zhiyi,(jurr-YEE),smt/07.txt
Zhong Kui,(jung kway),2018_IQBT_NASAT/Packet_07.pdf
Zhongli Quan,(jong-lee ch’wen),smt/05.txt
Zhongyuan,(JUNG-y’wen),2018_IQBT_NASAT/Packet_10.pdf
Zhou Enlai,(JOE un-lye),2017_NASAT/Round_04.pdf
Zhou Enlai,(JOH en-lye),nsc18/05.txt
Zhou,(joe),Wiener
Zhou,(joh),nsc17/05.txt
Zhu Xi,(JU SHI),2018_IQBT_NASAT/Packet_20.pdf
Zhuang,(jwong),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
